model,frame,knot,t,block,head,prefix_mass,patch_mass,entropy,top1_prob,coherence_ratio,spearman,auc_own_mass,auc_dist,n_distinct_top1
frozen,5,0,1.0,1,11,0.4550741910934448,0.5449258089065552,0.6885058879852295,0.07744306325912476,0.5013761520385742,0.09388650953769684,0.6177507042884827,0.518460750579834,22
frozen,5,0,1.0,1,12,0.9765615463256836,0.023438453674316406,0.6935368776321411,0.09433146566152573,0.4703565835952759,0.043972138315439224,0.48609209060668945,0.5077154040336609,46
frozen,5,0,1.0,1,13,0.9910979270935059,0.00890207290649414,0.5888985991477966,0.33458542823791504,0.6084184050559998,0.001773966127075255,0.492926687002182,0.49821165204048157,31
frozen,5,0,1.0,1,14,0.6387410759925842,0.36125892400741577,0.8367847204208374,0.06103677675127983,0.3402628004550934,-0.030958624556660652,0.46718066930770874,0.43735310435295105,14
frozen,5,0,1.0,1,15,0.9999725818634033,2.7418136596679688e-05,0.6203361749649048,0.16173900663852692,0.41749024391174316,0.13048607110977173,0.6064975261688232,0.5393168330192566,6
frozen,5,0,1.0,2,0,0.9982437491416931,0.0017562508583068848,0.5714201331138611,0.18986977636814117,0.5702412724494934,-0.0023853727616369724,0.51102215051651,0.5133846998214722,21
frozen,5,0,1.0,2,1,0.9966468811035156,0.003353118896484375,0.7305569648742676,0.07342822104692459,0.5647354125976562,0.04014301300048828,0.46823611855506897,0.43758949637413025,38
frozen,5,0,1.0,2,2,0.9802054166793823,0.019794583320617676,0.6339062452316284,0.13084177672863007,0.5384945869445801,0.08537088334560394,0.5247645378112793,0.5771412253379822,17
frozen,5,0,1.0,2,3,0.996459424495697,0.0035405755043029785,0.7130379676818848,0.09258200228214264,0.6796499490737915,0.028779391199350357,0.4811228811740875,0.4731931686401367,53
frozen,5,0,1.0,2,4,0.9329470992088318,0.06705290079116821,0.618328869342804,0.10959161818027496,0.5430151224136353,0.12821251153945923,0.5708984136581421,0.4995782673358917,50
frozen,5,0,1.0,2,5,0.8658204078674316,0.13417959213256836,0.5442177057266235,0.13826093077659607,0.42445048689842224,0.05976629629731178,0.5270524024963379,0.5675551295280457,39
frozen,5,0,1.0,2,6,0.46564969420433044,0.5343502759933472,0.5805120468139648,0.1393493264913559,0.4394955635070801,0.18134921789169312,0.5169553160667419,0.47954121232032776,71
frozen,5,0,1.0,2,7,0.9940072894096375,0.005992710590362549,0.614539384841919,0.1647804081439972,0.5112894773483276,0.03946531191468239,0.49277263879776,0.447151243686676,22
frozen,5,0,1.0,2,8,0.9894259572029114,0.010574042797088623,0.7959673404693604,0.0647086501121521,0.4681641161441803,0.16709494590759277,0.5017669796943665,0.5077062845230103,74
frozen,5,0,1.0,2,9,0.9999005198478699,9.948015213012695e-05,0.5495966672897339,0.19625568389892578,0.6373292803764343,0.031211698427796364,0.500017523765564,0.606665313243866,46
frozen,5,0,1.0,2,10,0.8502921462059021,0.1497078537940979,0.7534366250038147,0.05634196847677231,0.6438267230987549,0.03693847730755806,0.5956317186355591,0.5377687215805054,66
frozen,5,0,1.0,2,11,0.9999792575836182,2.0742416381835938e-05,0.003958527930080891,0.009307283908128738,0.5902617573738098,0.09831525385379791,0.36227625608444214,0.531222403049469,11
frozen,5,0,1.0,2,12,0.9999229311943054,7.706880569458008e-05,0.30557963252067566,0.3463677167892456,0.5518822073936462,0.08501390367746353,0.48640018701553345,0.4936084747314453,7
frozen,5,0,1.0,2,13,0.999739408493042,0.0002605915069580078,0.2368687242269516,0.1258467733860016,0.6731190085411072,0.0947045311331749,0.45693716406822205,0.4308815002441406,13
frozen,5,0,1.0,2,14,0.9545220136642456,0.045477986335754395,0.698672890663147,0.07018373161554337,0.5790352821350098,0.0906975194811821,0.477784126996994,0.5028544664382935,71
frozen,5,0,1.0,2,15,0.9996694922447205,0.000330507755279541,0.33209484815597534,0.20838157832622528,0.6341074109077454,-0.020226307213306427,0.5286081433296204,0.5526168942451477,23
frozen,5,0,1.0,3,0,0.022992750629782677,0.977007269859314,0.3978239893913269,0.2723942697048187,0.4249497652053833,0.2115449458360672,0.5141748189926147,0.5120623707771301,137
frozen,5,0,1.0,3,1,0.8730161190032959,0.1269838809967041,0.4997452199459076,0.2074664831161499,0.5804007649421692,0.018584825098514557,0.4710913896560669,0.6589672565460205,48
frozen,5,0,1.0,3,2,0.5309306979179382,0.46906930208206177,0.43306758999824524,0.266907662153244,0.7212004065513611,0.10253844410181046,0.4680546224117279,0.5053924918174744,29
frozen,5,0,1.0,3,3,0.9994412064552307,0.0005587935447692871,0.3755233883857727,0.20767347514629364,0.6943983435630798,-0.014466576278209686,0.4868989586830139,0.5017319321632385,29
frozen,5,0,1.0,3,4,0.9466657638549805,0.05333423614501953,0.5378861427307129,0.1714784801006317,0.52394038438797,0.054638199508190155,0.5184576511383057,0.47895246744155884,47
frozen,5,0,1.0,3,5,0.998503565788269,0.001496434211730957,0.4269147515296936,0.3525020480155945,0.4990382790565491,0.053854238241910934,0.5221182703971863,0.5104486346244812,32
frozen,5,0,1.0,3,6,0.05718762055039406,0.9428123831748962,0.36862027645111084,0.3100602924823761,0.39295467734336853,0.32273170351982117,0.4734509289264679,0.4900943338871002,110
frozen,5,0,1.0,3,7,0.9208108186721802,0.07918918132781982,0.7637943029403687,0.060596104711294174,0.7078229784965515,0.06622499227523804,0.48922494053840637,0.5043599009513855,76
frozen,5,0,1.0,3,8,0.988375186920166,0.011624813079833984,0.588935375213623,0.14876523613929749,0.6500036120414734,-0.013876477256417274,0.4929983913898468,0.5508964657783508,40
frozen,5,0,1.0,3,9,0.9709019660949707,0.029098033905029297,0.7513338923454285,0.06159064918756485,0.626521646976471,-0.00035358237801119685,0.5159959197044373,0.5328452587127686,45
frozen,5,0,1.0,3,10,0.9999896287918091,1.0371208190917969e-05,0.3481968343257904,0.41570818424224854,0.7787699103355408,0.016280360519886017,0.4446971118450165,0.5055556893348694,19
frozen,5,0,1.0,3,11,0.6324913501739502,0.3675086498260498,0.45427724719047546,0.23755943775177002,0.45851340889930725,0.23809069395065308,0.5278500914573669,0.5140420794487,73
frozen,5,0,1.0,3,12,0.9895612001419067,0.010438799858093262,0.695833683013916,0.10299663245677948,0.6969565153121948,0.0031970099080353975,0.4628428816795349,0.4365508258342743,46
frozen,5,0,1.0,3,13,0.9921829104423523,0.007817089557647705,0.7712864279747009,0.05971117317676544,0.5754176378250122,0.07412616163492203,0.47809985280036926,0.4655608534812927,45
frozen,5,0,1.0,3,14,0.8683514595031738,0.13164854049682617,0.5330525636672974,0.1340981274843216,0.6714839935302734,0.010039055719971657,0.4452553689479828,0.5253090262413025,39
frozen,5,0,1.0,3,15,0.999102771282196,0.0008972287178039551,0.5221050977706909,0.17402684688568115,0.7044775485992432,0.09459588676691055,0.46072739362716675,0.4637061655521393,34
frozen,5,0,1.0,4,0,0.9915054440498352,0.008494555950164795,0.4513798952102661,0.2930334508419037,0.7975481152534485,0.02310369536280632,0.4995294511318207,0.4717167317867279,25
frozen,5,0,1.0,4,1,0.9390149712562561,0.060985028743743896,0.6530717015266418,0.15769323706626892,0.5068566203117371,0.06475047767162323,0.4971790611743927,0.4843457043170929,29
frozen,5,0,1.0,4,2,0.9438180327415466,0.05618196725845337,0.6544570922851562,0.11439324915409088,0.5631760358810425,0.07539002597332001,0.4876753091812134,0.4158685803413391,48
frozen,5,0,1.0,4,3,0.9634721875190735,0.036527812480926514,0.6947577595710754,0.07824656367301941,0.6392401456832886,0.02163957990705967,0.4887216091156006,0.5164504647254944,41
frozen,5,0,1.0,4,4,0.8533895611763,0.14661043882369995,0.7075520157814026,0.0782950222492218,0.6474063396453857,0.05134834721684456,0.5679348707199097,0.5578683018684387,51
frozen,5,0,1.0,4,5,0.9476457834243774,0.05235421657562256,0.36258581280708313,0.26910707354545593,0.8481695652008057,0.006686921697109938,0.44741663336753845,0.5084887146949768,21
frozen,5,0,1.0,4,6,0.9807155132293701,0.019284486770629883,0.7065902948379517,0.049103740602731705,0.6496955752372742,0.07892785966396332,0.5484850406646729,0.4951108396053314,49
frozen,5,0,1.0,4,7,0.8728151321411133,0.12718486785888672,0.6555680632591248,0.06106457859277725,0.6157962083816528,0.11043241620063782,0.4775599241256714,0.5321131348609924,42
frozen,5,0,1.0,4,8,0.8857851624488831,0.11421483755111694,0.6498553156852722,0.12646469473838806,0.6256610751152039,0.14190389215946198,0.5458844900131226,0.5324319005012512,30
frozen,5,0,1.0,4,9,0.12071622908115387,0.8792837858200073,0.5970596075057983,0.10913659632205963,0.5271495580673218,0.21613085269927979,0.5120105147361755,0.5400413274765015,36
frozen,5,0,1.0,4,10,0.9567046761512756,0.043295323848724365,0.7091213464736938,0.0603899210691452,0.7541430592536926,0.01601327769458294,0.4892447590827942,0.5418319702148438,24
frozen,5,0,1.0,4,11,0.5893958210945129,0.41060417890548706,0.5750982761383057,0.0824967697262764,0.5445531010627747,0.04516005516052246,0.508918821811676,0.4789600968360901,54
frozen,5,0,1.0,4,12,0.8949979543685913,0.10500204563140869,0.821608304977417,0.04374049976468086,0.6167003512382507,0.08906783908605576,0.4800353944301605,0.4600166082382202,40
frozen,5,0,1.0,4,13,0.8121098875999451,0.18789011240005493,0.6309767961502075,0.06755824387073517,0.6758297681808472,0.0558706670999527,0.4983474016189575,0.4921930730342865,55
frozen,5,0,1.0,4,14,0.9191343784332275,0.08086562156677246,0.6289995312690735,0.1729307919740677,0.5965072512626648,0.03116230107843876,0.5814378261566162,0.506435751914978,45
frozen,5,0,1.0,4,15,0.9503964781761169,0.04960352182388306,0.40529096126556396,0.22584599256515503,0.40268009901046753,0.3217000663280487,0.47109442949295044,0.6419913172721863,33
frozen,5,0,1.0,5,0,0.9741044044494629,0.02589559555053711,0.7602889537811279,0.05877193063497543,0.6253414750099182,0.07762590795755386,0.4981933534145355,0.48495885729789734,41
frozen,5,0,1.0,5,1,0.8044565320014954,0.19554346799850464,0.797478199005127,0.04014286771416664,0.6498032808303833,0.010763623751699924,0.473998486995697,0.509451150894165,59
frozen,5,0,1.0,5,2,0.9285045862197876,0.0714954137802124,0.6137643456459045,0.0925178974866867,0.6537342667579651,0.10669873654842377,0.5052460432052612,0.4806942939758301,45
frozen,5,0,1.0,5,3,0.8864101767539978,0.1135898232460022,0.6623471975326538,0.065625861287117,0.6180928945541382,0.07604857534170151,0.47717708349227905,0.501606822013855,48
frozen,5,0,1.0,5,4,0.7785332202911377,0.2214667797088623,0.6384997963905334,0.05679944157600403,0.6732536554336548,0.04383261501789093,0.5208248496055603,0.49169278144836426,55
frozen,5,0,1.0,5,5,0.8789525628089905,0.12104743719100952,0.6301584839820862,0.06095712259411812,0.5803424119949341,0.09883173555135727,0.48206546902656555,0.4644840359687805,53
frozen,5,0,1.0,5,6,0.6908168196678162,0.30918318033218384,0.6133191585540771,0.08882661163806915,0.6669003367424011,0.11417505890130997,0.5326454639434814,0.5279202461242676,43
frozen,5,0,1.0,5,7,0.0657864362001419,0.9342135787010193,0.5619885921478271,0.14666292071342468,0.49653881788253784,0.34638869762420654,0.5315731763839722,0.5371342301368713,53
frozen,5,0,1.0,5,8,0.9500263929367065,0.04997360706329346,0.759713351726532,0.07003699243068695,0.5461877584457397,0.01954604499042034,0.5396020412445068,0.5745742321014404,44
frozen,5,0,1.0,5,9,0.8908763527870178,0.10912364721298218,0.7439711689949036,0.04780614748597145,0.7206002473831177,0.0658552497625351,0.52001953125,0.5204252600669861,57
frozen,5,0,1.0,5,10,0.7458994388580322,0.2541005611419678,0.6861134171485901,0.05946419760584831,0.6598268151283264,0.06882249563932419,0.47349363565444946,0.5482013821601868,50
frozen,5,0,1.0,5,11,0.7150158882141113,0.28498411178588867,0.721638023853302,0.07773858308792114,0.7767108678817749,0.07527081668376923,0.5581337213516235,0.5200927257537842,35
frozen,5,0,1.0,5,12,0.9859839081764221,0.01401609182357788,0.680776834487915,0.08204110711812973,0.6797010898590088,0.033393744379282,0.5495588183403015,0.5127868056297302,27
frozen,5,0,1.0,5,13,0.7764712572097778,0.22352874279022217,0.6164631247520447,0.07272553443908691,0.5167080760002136,0.06730307638645172,0.5318629741668701,0.5352261662483215,44
frozen,5,0,1.0,5,14,0.9292336702346802,0.07076632976531982,0.6787521839141846,0.0709947794675827,0.6541746854782104,0.05476494878530502,0.5006962418556213,0.5206616520881653,45
frozen,5,0,1.0,5,15,0.953663170337677,0.046336829662323,0.7660936713218689,0.07958510518074036,0.7797843217849731,0.04780993238091469,0.5406209230422974,0.48918986320495605,30
frozen,5,0,1.0,6,0,0.8855543732643127,0.11444562673568726,0.8090395331382751,0.04303207993507385,0.6780562400817871,0.06792475283145905,0.4846782088279724,0.4876737892627716,49
frozen,5,0,1.0,6,1,0.916222870349884,0.08377712965011597,0.733579695224762,0.051114942878484726,0.7190349698066711,0.06287092715501785,0.46132680773735046,0.5025326609611511,56
frozen,5,0,1.0,6,2,0.7292376756668091,0.2707623243331909,0.8010964393615723,0.04733975976705551,0.6394087076187134,0.05205756053328514,0.4726669490337372,0.4332120716571808,70
frozen,5,0,1.0,6,3,0.9754308462142944,0.024569153785705566,0.5312994122505188,0.2922275960445404,0.6420959830284119,0.07160594314336777,0.5251244902610779,0.511185348033905,28
frozen,5,0,1.0,6,4,0.8936221599578857,0.10637784004211426,0.7931680083274841,0.08438777178525925,0.5222751498222351,0.13064762949943542,0.44603779911994934,0.44014886021614075,45
frozen,5,0,1.0,6,5,0.7013711333274841,0.29862886667251587,0.5290881395339966,0.10136988013982773,0.5962172746658325,0.039261724799871445,0.4780769646167755,0.518840491771698,20
frozen,5,0,1.0,6,6,0.95772784948349,0.04227215051651001,0.7969235777854919,0.05601781979203224,0.6700997948646545,0.05379132181406021,0.4658582806587219,0.5094618201255798,40
frozen,5,0,1.0,6,7,0.8714295029640198,0.12857049703598022,0.715272068977356,0.0454336479306221,0.6246386170387268,0.15240083634853363,0.4104371964931488,0.5140024423599243,63
frozen,5,0,1.0,6,8,0.9852672815322876,0.014732718467712402,0.6994045376777649,0.06814446300268173,0.5929672122001648,0.08669506013393402,0.4012705087661743,0.4811335504055023,44
frozen,5,0,1.0,6,9,0.9635017514228821,0.03649824857711792,0.7667074799537659,0.08353504538536072,0.49107709527015686,0.07774893194437027,0.4745140075683594,0.5033669471740723,28
frozen,5,0,1.0,6,10,0.4865899384021759,0.5134100914001465,0.7597940564155579,0.05084354802966118,0.6121389269828796,0.16616493463516235,0.310314416885376,0.3165617883205414,53
frozen,5,0,1.0,6,11,0.8388051986694336,0.1611948013305664,0.7367727160453796,0.0840839296579361,0.6960390210151672,0.09985075145959854,0.5071907043457031,0.5554447174072266,37
frozen,5,0,1.0,6,12,0.9901992082595825,0.00980079174041748,0.6667627096176147,0.0906970426440239,0.6226022839546204,0.003303196979686618,0.45738711953163147,0.42127707600593567,26
frozen,5,0,1.0,6,13,0.9604001641273499,0.039599835872650146,0.631815493106842,0.07118546962738037,0.7162579894065857,0.05544658377766609,0.48918071389198303,0.5244060754776001,45
frozen,5,0,1.0,6,14,0.9802500009536743,0.019749999046325684,0.6791526675224304,0.0621957890689373,0.7478233575820923,0.05390402302145958,0.44723206758499146,0.40065279603004456,35
frozen,5,0,1.0,6,15,0.886323094367981,0.11367690563201904,0.7954440712928772,0.04423189163208008,0.7012947797775269,0.08896354585886002,0.4816719591617584,0.5454147458076477,59
frozen,5,0,1.0,7,0,0.9997638463973999,0.00023615360260009766,0.41829800605773926,0.3137546181678772,0.5566397905349731,0.08016948401927948,0.30669960379600525,0.4926384389400482,23
frozen,5,0,1.0,7,1,0.5064873695373535,0.4935126304626465,0.5278615355491638,0.1311102956533432,0.6165605783462524,0.07775413990020752,0.45390498638153076,0.4870697855949402,60
frozen,5,0,1.0,7,2,0.9999999403953552,5.960464477539063e-08,0.003929574973881245,0.0041851624846458435,0.7188332080841064,0.060246702283620834,0.24272194504737854,0.5056212544441223,13
frozen,5,0,1.0,7,3,0.9999999403953552,5.960464477539063e-08,0.0020145957823842764,0.0008977486868388951,0.6493609547615051,0.08175189048051834,0.23215356469154358,0.5967222452163696,16
frozen,5,0,1.0,7,4,0.23384813964366913,0.7661518454551697,0.33741670846939087,0.34103280305862427,0.2830716371536255,0.5715215802192688,0.4250962734222412,0.48440366983413696,185
frozen,5,0,1.0,7,5,0.7772356867790222,0.22276431322097778,0.6432971358299255,0.09392784535884857,0.6918168663978577,0.09000077843666077,0.40655243396759033,0.4477948844432831,60
frozen,5,0,1.0,7,6,0.9876044988632202,0.012395501136779785,0.4604285955429077,0.2038586288690567,0.659280002117157,0.013245410285890102,0.36519861221313477,0.5801398754119873,30
frozen,5,0,1.0,7,7,0.972423791885376,0.027576208114624023,0.6423484683036804,0.1033589094877243,0.6833208203315735,0.04166392236948013,0.38975802063941956,0.5168164968490601,88
frozen,5,0,1.0,7,8,0.9633306860923767,0.03666931390762329,0.6819437742233276,0.0889778733253479,0.6744807362556458,0.1255439817905426,0.41756922006607056,0.5646190047264099,55
frozen,5,0,1.0,7,9,0.9867483377456665,0.013251662254333496,0.13482733070850372,0.6848462224006653,0.7553945779800415,0.04296007752418518,0.3490615785121918,0.5081333518028259,10
frozen,5,0,1.0,7,10,0.10394519567489624,0.8960548043251038,0.8735867738723755,0.021583234891295433,0.7342996001243591,0.08355912566184998,0.2709815502166748,0.5473091006278992,62
frozen,5,0,1.0,7,11,0.986957311630249,0.013042688369750977,0.6564844846725464,0.13388848304748535,0.6391578316688538,0.04286544397473335,0.3220389485359192,0.4184035360813141,69
frozen,5,0,1.0,7,12,0.0007769782096147537,0.999222993850708,0.30551230907440186,0.3701876997947693,0.2630467712879181,0.6625235080718994,0.47780853509902954,0.47602859139442444,175
frozen,5,0,1.0,7,13,0.9534468650817871,0.04655313491821289,0.32614022493362427,0.28026238083839417,0.7099210619926453,0.04061375930905342,0.3079182803630829,0.4998863637447357,40
frozen,5,0,1.0,7,14,0.9870190620422363,0.012980937957763672,0.6196604371070862,0.14027482271194458,0.6759295463562012,0.0002612144744489342,0.4177308976650238,0.5359628200531006,55
frozen,5,0,1.0,7,15,0.9999999403953552,5.960464477539063e-08,0.5340146422386169,0.09058316797018051,0.7005077600479126,0.028527161106467247,0.3446856737136841,0.4896077811717987,7
frozen,5,0,1.0,8,0,0.541185736656189,0.45881426334381104,0.6718045473098755,0.06805145740509033,0.5118077397346497,0.11588280647993088,0.5275145173072815,0.5297337770462036,55
frozen,5,0,1.0,8,1,0.7694148421287537,0.23058515787124634,0.5915563106536865,0.11721653491258621,0.516981840133667,0.10004428774118423,0.5435814261436462,0.5172268152236938,35
frozen,5,0,1.0,8,2,0.7699897885322571,0.23001021146774292,0.6134841442108154,0.07562056183815002,0.7354751229286194,0.11141794174909592,0.5491164922714233,0.505329966545105,39
frozen,5,0,1.0,8,3,0.9676911234855652,0.032308876514434814,0.5942179560661316,0.10356314480304718,0.5642988085746765,0.03211430832743645,0.5388745069503784,0.5520617365837097,45
frozen,5,0,1.0,8,4,0.7008246183395386,0.2991753816604614,0.6928361654281616,0.07131041586399078,0.6406127214431763,0.10779542475938797,0.5010958909988403,0.5855559706687927,51
frozen,5,0,1.0,8,5,0.9998980164527893,0.00010198354721069336,0.2842257618904114,0.08884941786527634,0.8188556432723999,0.08010854572057724,0.47506311535835266,0.512356698513031,12
frozen,5,0,1.0,8,6,0.7045815587043762,0.2954184412956238,0.5881328582763672,0.10312153398990631,0.5326255559921265,0.05852101743221283,0.4138125479221344,0.511124312877655,48
frozen,5,0,1.0,8,7,0.873909592628479,0.126090407371521,0.8003228902816772,0.037815287709236145,0.6401508450508118,0.07006042450666428,0.5429804921150208,0.5790660977363586,72
frozen,5,0,1.0,8,8,0.6605983972549438,0.33940160274505615,0.8022910356521606,0.043000347912311554,0.5803989171981812,0.11284632235765457,0.41154149174690247,0.43546485900878906,69
frozen,5,0,1.0,8,9,0.6261589527130127,0.3738410472869873,0.713676929473877,0.058875519782304764,0.6663378477096558,0.08530213683843613,0.511958658695221,0.5605588555335999,49
frozen,5,0,1.0,8,10,0.8758965134620667,0.12410348653793335,0.6636460423469543,0.061876311898231506,0.6761794686317444,0.01983477734029293,0.5322183966636658,0.5559495687484741,59
frozen,5,0,1.0,8,11,0.736289918422699,0.263710081577301,0.773690402507782,0.046787749975919724,0.6448488235473633,0.1087382435798645,0.5691474676132202,0.5145576596260071,70
frozen,5,0,1.0,8,12,0.9748572707176208,0.02514272928237915,0.671472430229187,0.10449663549661636,0.6123287081718445,0.05406647175550461,0.49145179986953735,0.5524277687072754,36
frozen,5,0,1.0,8,13,0.5695545077323914,0.43044549226760864,0.7194105982780457,0.07024989277124405,0.6598154306411743,0.08291364461183548,0.48763108253479004,0.49352917075157166,40
frozen,5,0,1.0,8,14,0.8211302161216736,0.17886978387832642,0.7807564735412598,0.07785911858081818,0.568770706653595,0.057709578424692154,0.42820167541503906,0.42896580696105957,57
frozen,5,0,1.0,8,15,0.59999680519104,0.40000319480895996,0.509794294834137,0.1815381646156311,0.6829192638397217,0.09669092297554016,0.5060529112815857,0.4886651933193207,28
frozen,5,0,1.0,9,0,0.8639426827430725,0.1360573172569275,0.7083187699317932,0.0752270519733429,0.5826801657676697,0.050215814262628555,0.49543875455856323,0.5662556290626526,58
frozen,5,0,1.0,9,1,0.852492094039917,0.147507905960083,0.7444252371788025,0.06487244367599487,0.7463229298591614,0.05714554712176323,0.4554317593574524,0.48679372668266296,53
frozen,5,0,1.0,9,2,0.9999983906745911,1.6093254089355469e-06,0.28119680285453796,0.31058230996131897,0.6402382850646973,0.020181261003017426,0.4625668227672577,0.5105798244476318,4
frozen,5,0,1.0,9,3,0.9400707483291626,0.0599292516708374,0.7336366176605225,0.05018920078873634,0.6905832886695862,0.034310366958379745,0.47935816645622253,0.4813653826713562,75
frozen,5,0,1.0,9,4,0.0591713972389698,0.9408286213874817,0.582048237323761,0.16546723246574402,0.431381493806839,0.321606308221817,0.5612650513648987,0.5933102965354919,133
frozen,5,0,1.0,9,5,0.27256590127944946,0.7274340987205505,0.5500850677490234,0.19762131571769714,0.5321317911148071,0.2423418015241623,0.5305955410003662,0.5407307147979736,83
frozen,5,0,1.0,9,6,0.505206823348999,0.494793176651001,0.6574838161468506,0.07620774954557419,0.6176227927207947,0.15066389739513397,0.48772257566452026,0.4803175628185272,55
frozen,5,0,1.0,9,7,0.265014111995697,0.734985888004303,0.687251091003418,0.07650302350521088,0.5696262717247009,0.1485019326210022,0.5366873145103455,0.5243588089942932,45
frozen,5,0,1.0,9,8,0.34388068318367004,0.6561193466186523,0.6036087274551392,0.1075546070933342,0.6113581657409668,0.0989852324128151,0.5447481870651245,0.5076772570610046,41
frozen,5,0,1.0,9,9,0.5852521657943726,0.41474783420562744,0.7659743428230286,0.04199105501174927,0.6958295106887817,0.06766757369041443,0.5910499095916748,0.548407256603241,80
